@relation bolasso

@attribute r1 numeric
@attribute r2 numeric
@attribute r3 numeric
@attribute r4 numeric
@attribute r5 numeric
@attribute r6 numeric
@attribute r7 numeric
@attribute r8 numeric
@attribute nr9 numeric
@attribute nr10 numeric
@attribute nr11 numeric
@attribute nr12 numeric
@attribute nr13 numeric
@attribute nr14 numeric
@attribute nr15 numeric
@attribute nr16 numeric
@attribute target numeric

@data
0.304579,-0.455114,-1.083621,0.373027,-1.423685,0.545467,-1.528267,-1.085278,0.119981,0.135034,0.735416,0.67243,-0.071653,-1.516683,1.2348,1.3249,0.819896
0.250859,0.51758,0.229146,-0.301623,-1.107022,0.360426,-2.535824,-0.567576,1.013707,2.018929,2.570853,0.924746,-1.476155,-2.191585,2.056417,2.070522,0.32873
0.259173,-0.509306,0.436986,-0.334444,1.135063,-0.395867,-0.057693,-0.750786,-0.336231,-0.098001,-0.680754,1.058704,-1.023052,1.270532,0.465977,-0.963528,-0.10465
0.265864,-1.067902,0.710053,1.59347,0.381682,0.94851,0.407503,-0.117589,1.326834,-0.512348,-1.189414,2.478868,-0.767125,0.91815,0.08277,-0.994729,0.466573
-2.41396,1.519927,-2.563085,-0.7039,-0.54633,-1.387441,1.863039,0.458151,-0.83725,0.883872,2.039816,0.038423,0.866629,0.445303,0.54935,-1.347342,-1.274319
-1.076179,-0.388878,0.017747,0.038692,0.809659,-0.785094,0.318499,0.860548,-0.001791,0.419072,-0.017116,-0.159567,-0.255153,1.776641,0.100306,0.099857,-0.924117
0.779601,-0.367488,1.297238,-1.019678,1.210312,0.842969,-0.834741,0.581248,0.628412,1.418492,0.284814,1.008617,-0.180477,-1.888767,1.438332,0.466218,0.124431
-0.046844,-1.242994,1.432037,-1.20509,1.826423,1.249922,0.479629,2.213599,-0.380703,0.904923,-3.008155,0.510597,1.186661,0.277954,-1.221102,-1.440346,-0.389715
0.730906,0.119159,0.656873,-2.046685,1.712383,-0.342549,1.592577,1.875565,-0.441359,1.647388,-0.980329,-0.300888,-0.719599,-0.831044,-1.081502,0.069484,-0.405374
1.985149,-0.279127,0.997247,0.014815,1.187931,0.336249,-0.867045,-0.450839,0.030168,-0.871242,-0.792342,0.481148,-0.245193,-0.093235,-0.164659,0.084035,1.013981
-0.339653,0.275381,-0.658649,-0.07903,1.066986,0.360928,0.3718,-0.931872,-1.069384,-1.627882,-0.501779,0.806921,1.648136,1.182769,0.254746,-1.315371,-0.044407
-0.915657,-0.854633,-1.804294,0.088334,-0.106262,-0.302096,0.48816,0.095581,-1.317944,-0.440944,0.008875,0.087593,1.766563,0.29526,1.140059,-0.951635,-0.069772
-0.856665,-1.093998,1.707127,0.287224,1.815751,1.075963,-0.228335,0.6944,-0.702566,-0.483285,-1.319775,0.201344,0.995227,1.082926,-0.306017,-0.731084,-0.734956
-0.860926,0.384044,-0.714667,-0.468561,-0.615286,0.140566,0.492868,-0.241546,1.24293,0.510494,0.200862,1.526663,0.498611,-0.287518,0.211804,-0.371653,-0.311762
0.847597,-0.78939,0.386796,-0.16286,0.851966,-0.042976,-1.237295,-0.709604,0.832843,-0.449518,1.235938,-0.146691,-0.136903,-1.004034,0.792673,2.041797,0.470324
0.993566,-2.572777,-0.529615,0.307805,-0.329768,-0.931307,-0.471364,-0.918042,0.291551,-0.896083,-0.223035,0.849198,1.338753,-1.436011,1.936801,0.246742,0.804922
0.440615,0.484972,0.23355,-0.546736,-0.396589,-1.147729,0.413392,-1.286628,0.272197,-1.174061,0.024862,-1.62099,0.3262,0.797978,-1.217515,-0.029422,-0.075719
-0.16802,1.103096,-1.329235,-1.224077,0.466378,-1.014474,0.631303,1.034528,-0.996292,0.768063,0.250527,-0.6824,-0.071401,0.519078,-0.966335,-0.121964,-0.339608
0.085926,1.946665,2.035924,-1.759705,0.251975,3.001795,-2.594584,-0.229077,1.076291,2.316455,-0.150916,0.207075,-1.752079,-0.539322,0.247622,-0.414437,-0.035418
-0.579135,1.642178,-0.309203,-0.991253,-0.357892,-0.324558,-0.59863,-0.249921,-1.172152,0.938808,1.024059,-0.909627,-1.236384,1.2462,-0.95172,0.679804,-0.603159
1.889718,-0.323448,1.816961,-0.202593,1.394851,0.143864,-1.470834,1.390654,-1.125836,-0.724821,-1.160672,-2.603117,1.277859,0.234833,-0.596847,-1.485614,0.460188
-1.596412,1.310694,-0.806643,0.644586,-0.479851,0.540006,2.075805,0.3042,-0.627981,-0.216924,-1.2071,0.405774,-0.626231,1.686596,-1.506434,-2.00337,-0.671715
-1.079527,-0.231944,0.508792,0.055966,0.039648,1.596316,-0.443182,0.191391,0.209267,0.495834,-0.80359,0.000534,-0.351419,0.358054,-0.42213,0.472763,-0.286983
2.063784,-2.381157,0.636318,-0.700351,0.002701,-0.609637,1.58883,-0.503268,-0.989863,-1.005623,-3.994481,-0.640805,-0.135847,-0.865632,-2.008285,-0.832771,0.971015
-0.177047,0.078768,-0.427579,1.937802,-1.34016,0.65214,-0.013755,-1.462354,1.90623,-0.415891,1.266676,2.654567,-1.002997,-0.268228,2.013804,0.39721,0.587173
-1.234446,-0.346152,-0.475449,0.685649,0.924746,0.826027,-0.209003,1.481616,-1.585584,0.05788,-1.15525,-0.821968,0.370174,1.344635,-0.319605,-0.910927,-0.415997
0.891225,-0.255499,-0.789439,-0.261974,1.332024,-1.627032,0.751741,0.423227,-0.964369,-0.77761,-0.034803,-1.092919,0.260779,0.605262,-0.053272,0.061314,0.190658
0.475671,-1.013666,0.694457,0.583695,-0.203931,1.074041,-1.051957,0.423922,0.668038,0.827638,-0.451621,1.069108,-1.284466,-0.236034,-0.097035,1.218204,0.514658
0.049532,0.39402,-0.861975,1.141219,0.144686,1.106114,0.532688,-0.437737,-0.494894,-1.865052,0.349205,0.207713,1.711027,-1.35813,0.312718,0.775764,0.622861
-1.388248,0.895719,-1.157963,0.666346,-0.215374,1.535488,0.58652,0.799908,-1.023813,0.030168,0.205366,0.097177,0.537498,0.47834,-0.533958,0.27857,-0.142583
-2.033657,1.420269,-0.606666,-1.354354,0.036156,-0.261613,0.550274,0.470623,-0.036876,1.736057,0.500379,1.673522,-0.727216,1.856232,-1.30012,0.053734,-1.454056
-0.678427,-0.191127,0.128287,0.502408,-0.56343,0.114631,-0.832536,-0.506471,0.46705,0.275965,0.400208,0.607836,-0.220402,0.288496,0.720495,0.287067,-0.268784
1.1958,-1.455433,-0.949199,-0.129812,-1.782817,-0.629623,-0.682294,-0.668301,0.032105,0.042947,-0.153153,0.752992,0.051451,-1.507058,-0.017887,1.670266,1.020056
-1.208708,-0.856844,0.382473,1.197596,-0.213395,1.015774,0.715073,0.854687,1.43114,0.0102,-1.349194,1.277701,0.636254,1.324797,-0.065166,-0.339475,-0.446242
-0.257151,-0.300798,0.811565,0.681067,0.560677,1.539767,0.100926,0.480549,-1.01162,-0.339648,-0.605563,0.494507,1.073843,-0.25761,0.389199,-0.971073,0.020371
-0.877704,0.142459,-0.547081,0.043162,-0.531238,-1.802011,1.421766,-0.39702,-0.170972,-0.380517,0.85209,-0.556609,0.414563,0.583056,0.087548,-0.534053,-0.753706
-0.497663,-1.874078,0.002497,-0.761477,0.978879,-0.392731,-1.085961,-0.374548,1.522657,1.112265,0.595634,1.47245,-0.515086,-0.208039,1.826931,1.572634,-0.315513
1.214473,0.283183,0.932242,0.102611,-0.499659,-1.280649,-0.76474,-1.148595,1.123048,-0.088616,1.767053,0.203792,-1.301159,-0.287966,0.271046,1.458968,0.317227
-1.713302,0.106097,-1.383118,1.905818,-2.070129,0.546183,-0.107699,-0.942535,-0.367129,-0.609004,0.049188,0.679393,-0.531381,1.196613,-0.389467,-0.30856,-0.007591
1.003698,2.614405,-1.04998,-0.588246,-0.159013,-0.288215,2.133599,0.230687,-2.285366,-1.39833,1.18858,-1.675286,1.46408,-0.84662,-2.317872,-0.584501,0.495798
0.744152,0.02044,-0.508298,-0.312041,0.7756,-0.28601,1.426163,-0.934092,-0.979754,-1.77445,-2.431887,0.328087,-0.184054,0.310528,-2.068407,-2.172601,0.329595
-1.327049,1.564508,-0.770593,1.191062,-1.436298,-1.464957,2.092794,-0.331222,-1.386177,-1.108056,0.776458,-1.482958,-0.795231,2.549407,-2.175897,-0.084612,-0.973619
0.446963,-0.235144,0.271685,-0.769861,-1.965592,-0.219789,-0.057446,-1.841618,-0.203242,-0.464862,-0.797258,-1.339771,-0.046868,-1.164439,-0.743991,0.814746,0.361791
-0.120676,-0.416405,-1.213791,0.378803,-1.040055,-0.624101,-0.081229,-1.43969,-0.763385,-0.925962,0.245342,-0.782473,-0.135014,-0.300352,0.207667,0.835573,0.370053
1.565911,-2.236798,1.840021,-0.16291,0.509261,0.137772,-1.11703,-1.054108,0.664741,-0.40081,-0.284102,0.610972,0.256913,-1.014914,1.995174,-0.000629,0.524693
0.925555,-0.805644,-0.357383,-0.428601,-0.279077,-1.493318,-0.935245,0.031315,0.111268,0.631233,1.550158,-0.526278,-0.759085,-0.909395,0.733237,0.82022,0.38821
-0.213282,-0.015963,0.254802,-1.39793,1.282582,0.377105,0.815361,-0.062699,1.084492,0.377066,-0.395527,0.468508,0.542375,-0.851226,0.319182,0.078965,-0.306229
-1.219074,0.971713,-1.270982,-2.300323,0.262035,-1.272891,-0.472751,1.211216,1.141442,2.405828,2.144475,-0.008639,1.027423,-1.598253,0.934042,1.552005,-0.947374
1.278274,-0.003873,0.707353,0.680284,0.15597,0.365946,0.240757,0.519737,0.320128,-0.760917,-0.899724,-1.307365,-0.513642,-0.333536,-1.334227,-0.379083,0.711288
-0.37863,0.901964,-1.115756,0.712016,-0.645467,-0.595844,0.678847,-1.057687,-1.348487,-0.785679,0.391959,0.066259,-0.544659,1.493219,0.083337,-0.756128,-0.088129
0.600646,-0.909153,0.681975,0.596927,0.174241,0.459257,-0.729077,1.133515,1.472042,0.398749,0.689494,0.739899,0.789333,-0.736733,0.837704,0.04207,0.324883
1.001405,-0.135273,0.019639,-1.970304,-0.182858,-0.61192,0.394722,0.177809,0.259199,0.834747,-1.736948,0.51318,-0.177781,-0.7109,-1.764232,-1.273895,0.218601
0.082264,-4.154705,0.301718,0.226942,-2.340829,-1.610676,-2.340253,-2.022898,1.885567,-0.211139,0.050386,0.107139,0.982174,-1.451076,1.590994,3.114554,0.259994
2.146525,-1.684774,-0.176806,-0.39066,0.321214,-0.352555,-1.004106,-0.930744,0.785606,-0.390092,-0.446766,1.06107,-0.500543,-1.075117,0.954375,0.166824,1.336562
-0.654499,0.283771,-1.602597,-1.476085,-1.507889,-0.957333,1.032669,-2.584831,0.739397,0.234499,1.29964,1.02866,-0.512556,-1.26459,1.455336,0.142151,-0.197627
-0.225443,1.643886,1.168008,0.204044,-0.056598,0.566884,-1.32312,0.948393,-1.495724,0.470917,0.309778,-2.703889,-1.09108,0.991097,-1.705458,0.285395,-0.437491
0.021153,-1.453932,0.753101,0.660997,0.680077,-0.336935,0.03318,-0.150793,-0.116849,-0.547176,-0.498002,-0.06907,0.368362,0.07351,0.548205,0.052563,-0.135202
1.567225,-0.227067,0.190015,-0.65861,0.241921,0.042057,-0.981126,-0.393691,-0.976517,0.348981,1.009134,0.101971,-0.568007,-1.421176,0.633355,1.474962,0.890516
1.462154,-0.044327,0.749925,-0.731342,1.579698,-0.163714,-0.150197,0.510645,-0.84127,0.03713,-0.481291,-0.369881,-0.963227,-0.177582,-1.305647,0.046037,0.385513
-0.61426,0.438494,-1.229763,-0.773698,-1.558856,-1.340836,0.399629,0.232694,-0.179766,0.761255,1.214574,-0.168783,0.888953,-0.677278,-0.630982,-0.601144,-0.334709
0.688893,-2.035072,-0.458767,0.239717,-2.178269,-0.433723,-0.465024,-3.115375,0.071783,-2.139043,-0.113208,-0.696827,1.24618,-1.889653,0.245356,1.175396,0.898481
-0.959736,0.970424,-0.949471,-0.936293,-0.425576,-0.900328,0.007827,0.760006,-0.64316,0.487302,0.502533,-0.91506,0.89243,0.159061,-1.078206,0.278518,-0.713294
0.492614,0.861312,-0.016056,-0.176572,1.266507,1.372955,-0.369718,1.094904,-1.063117,0.376199,-0.475139,-0.453245,-0.803091,-0.26588,-0.374611,-0.072333,0.524165
-0.143825,-0.359026,1.627135,-0.197573,0.084227,0.064872,-0.433138,-0.360103,2.542581,1.281928,0.649321,2.587395,-1.177376,0.255474,0.787065,0.839426,-0.475738
1.13174,0.180058,0.471587,0.198727,-0.850493,-0.438885,-1.507516,-0.203477,-0.063437,0.416864,0.906932,0.190858,-0.784697,0.049929,0.26718,0.295452,0.674445
2.304105,-0.076894,1.639611,-0.841991,0.963673,1.15021,-0.712672,0.201098,0.727178,-0.845122,-0.957786,-0.919928,1.723733,-2.429864,-0.272456,-0.442013,0.989534
0.532805,-0.502665,0.428,-1.304972,-0.429909,-0.878108,-1.265608,-0.735481,0.424397,1.239643,-0.492043,-0.016814,-2.108701,0.345197,-0.718359,1.648141,0.026473
0.335349,0.083863,0.237104,-0.329697,-1.521459,0.42787,-0.525812,-1.394337,0.50074,1.183581,0.62719,1.22998,-2.572242,-1.354523,0.109361,1.256458,0.387359
-0.801615,0.832284,-1.202854,-0.498827,-1.046553,-2.33907,0.235559,-2.122163,0.703123,-0.078311,2.526458,-0.375161,-1.819903,1.096523,-0.257151,1.788576,-0.651211
0.096354,-2.101172,-0.02257,0.078791,1.32336,-1.3831,0.828946,-0.013486,-0.430369,-0.95044,-1.236761,-0.328703,-0.00314,0.743602,0.190224,0.874935,-0.141588
-1.003398,1.868497,-0.304257,-0.745357,0.895577,1.156838,0.33959,0.876823,0.170472,1.357592,0.143935,1.181426,-0.776305,-0.482532,-0.350562,-0.626977,-0.571495
0.97545,-0.243331,0.57306,0.022448,1.03172,1.130196,-0.136123,1.860879,0.9808,0.938858,-0.690255,0.910315,-0.350099,-0.554847,-0.514734,0.908555,0.444342
-0.114856,0.129021,0.275968,0.643164,1.01172,0.654675,1.566702,0.361382,-0.597137,-0.944118,-1.019742,-0.255895,0.183013,0.906061,-0.068448,-1.070503,-0.060702
0.356395,0.695105,0.054608,0.974461,0.588237,0.996893,0.019566,2.036047,0.194008,0.278296,-0.039073,0.027271,-0.050441,0.840154,-0.612587,0.204104,0.360804
-1.456234,-0.042162,-1.492482,0.471018,-0.65259,1.037039,0.358352,0.659876,1.136107,1.220689,0.296586,1.432868,-0.577055,-0.274091,1.054661,0.282359,-0.016339
0.10227,-0.041053,-0.746662,0.118946,0.084518,-1.405679,2.826147,0.440862,-0.522687,-0.231486,-1.36433,0.45845,-0.865398,0.804756,-1.407564,-1.704726,-0.264208
0.272574,0.471281,0.558343,2.117602,-1.275863,0.741027,-0.956536,-1.197332,0.753131,-1.302292,1.720921,-0.17869,0.340673,-1.095306,1.425575,0.728835,0.49649
-1.142871,0.857587,1.072669,0.493929,0.201553,0.164198,0.509818,0.634943,0.525539,0.073694,0.303798,-0.104921,0.372434,0.98047,-0.71448,0.114132,-0.974287
1.187048,0.759963,0.394289,0.02748,-0.349683,0.79454,-0.806726,0.0167,0.628904,0.895015,1.110657,1.024935,-0.909401,-1.493048,0.85501,0.159122,0.824814
-0.911919,0.345119,-0.502057,1.115182,1.034715,0.066367,-0.029277,0.419927,1.720655,0.274541,0.682653,2.146899,-0.885941,1.913922,0.893964,1.176411,-0.367335
0.807415,-0.027609,-0.249345,-0.650377,0.691477,-0.982416,1.234987,0.243862,0.161765,-0.107635,0.028039,-1.270987,-0.037633,-0.429728,-0.157193,0.14725,0.058498
0.714891,-1.014242,0.03171,1.612859,0.735501,1.366512,0.766789,1.299361,-0.671515,-0.992077,-1.337133,0.878148,1.127748,-0.184752,0.168325,-1.392292,0.870153
0.807633,-0.394976,1.61897,0.921508,0.57849,0.465961,-0.424594,-0.191777,0.897705,0.049723,-0.032994,0.435069,-1.422772,-0.213272,1.200796,0.375599,0.178707
0.459628,-0.472278,0.485007,-1.010003,0.532105,-0.770843,-0.421977,0.41053,0.173018,1.612777,1.228202,0.510636,-0.821556,-1.111489,1.389571,-0.140124,-0.127008
-0.499422,-1.005361,0.660851,1.15268,-0.140368,1.959789,0.112128,1.327448,-0.397826,-0.039818,-2.193969,0.191074,1.035625,-0.183645,-0.545932,-0.629771,-0.011691
0.619749,-0.936555,0.856249,0.036953,0.740573,-0.567895,0.613853,-0.957011,-0.408373,-1.412129,-1.523259,-0.349959,-0.732673,1.771461,-1.5712,-0.201998,0.013542
1.506619,0.053442,0.544308,0.048872,-1.065235,0.838245,-0.869723,0.015701,0.671282,0.096908,-0.181118,0.664785,0.178367,-1.485728,-1.274215,1.071751,1.028227
-0.597573,-0.238859,0.701544,-0.433975,0.474854,-0.060623,-0.6796,-0.636037,1.57725,0.904715,0.202963,1.9691,-1.202162,0.741764,-0.090302,0.340776,-0.57624
-1.948995,0.494876,-2.179295,1.151824,0.10831,-1.145097,1.812014,1.455297,0.223287,-0.378879,0.506235,0.447678,0.888477,1.458434,-0.982696,0.648032,-1.013253
-1.950187,1.501248,-1.558974,-0.655989,-0.747544,-0.395207,-0.121498,0.831148,0.185906,1.788122,1.252277,-0.367788,-1.378458,0.221395,-1.378135,0.780637,-1.042918
0.579521,0.144652,1.018652,-0.441432,0.915108,0.16876,0.463442,0.121413,-1.328233,-0.475701,-0.465673,-1.463116,0.361418,-0.508471,0.204149,-1.286751,0.016396
0.747759,-0.035672,1.008919,-0.829815,0.258464,0.1562,-0.154522,-1.155556,-0.100653,-0.201935,-0.233662,-0.710216,-0.770366,-0.251059,-0.046494,0.198578,0.094698
0.049825,-0.879788,-0.1502,-0.153596,-1.15664,-1.68764,-0.546887,-0.818155,1.069152,1.118302,1.24555,-0.105139,-2.322601,-0.584828,0.638233,2.346196,-0.120209
-0.313472,0.871396,-0.138109,0.602445,1.07309,0.615747,0.630577,0.993027,0.12278,-0.364812,-0.757152,0.865679,0.198083,1.701377,-1.159427,-1.061852,-0.089228
-0.527456,-0.167555,0.415142,0.663269,0.508903,0.625543,-0.897047,-0.065834,0.419315,-0.136652,1.255064,0.906923,1.049401,0.136725,1.762983,0.224103,-0.238544
-0.546757,-0.636805,-0.112297,0.010893,1.7273,-0.006072,-0.204346,-0.707041,-1.211774,-1.002482,-0.153928,0.31491,0.423829,0.701073,1.448085,0.03772,-0.398399
-0.24243,-0.743607,-1.636967,-0.543327,0.755293,-0.734687,1.190828,1.480736,0.479323,0.420598,-0.536963,0.496573,0.792323,0.178134,-0.633726,0.481581,-0.035205
-1.447947,-1.316545,-0.754971,1.994178,-1.136857,0.119494,0.622126,-0.999615,1.204534,-0.845833,-0.327643,1.712333,-0.165572,1.385011,0.547275,0.260013,-0.120358
0.441015,-0.901251,0.154021,-0.412985,-1.170573,-1.269878,-1.45299,-0.816709,-0.023096,0.228386,0.742184,-1.334626,-0.713043,-0.306856,-0.300209,2.703871,0.1145
-0.131384,-0.768956,-0.568829,-0.462508,-0.472491,-1.56634,1.394918,-0.764644,0.582959,-0.533764,0.198178,0.145158,0.644979,-0.244205,-0.655189,0.497675,-0.248123
-0.870955,-0.047284,0.203149,0.342071,0.412434,0.85191,-0.472821,1.443474,0.38017,1.25924,-0.291278,0.192949,-0.404841,1.058368,-0.415282,0.630817,-0.52143
0.005922,-0.551994,2.083218,-0.075255,1.0377,0.775257,-0.31269,-0.047684,2.216601,0.631218,0.048212,1.101493,-0.392158,0.095459,0.579833,1.369378,-0.533771
-0.311971,-0.04769,-0.605229,2.098816,-0.995939,0.21493,0.663387,-1.124038,-1.759393,-1.902346,-0.277318,-0.415307,-0.028641,0.247252,-0.168338,-0.946722,0.413202
0.176961,0.556403,-0.435347,0.167448,0.382827,0.471577,1.348812,0.537425,0.237978,-0.46849,-0.354657,0.203869,0.365651,0.103197,-0.900451,0.464144,0.12958
-0.421702,0.978168,0.095547,-0.20488,0.207068,-0.286422,-0.326147,-0.273091,0.463061,-0.021496,0.753448,-0.312949,0.009872,1.192212,0.357363,-1.049991,-0.513525
-0.2448,-0.342491,0.752903,-0.831364,1.562714,0.743,0.906844,0.927182,-0.322141,0.018467,-1.716583,-0.832622,0.65852,0.065552,-0.745125,-0.002393,-0.409441
1.922682,-0.036157,0.064797,0.092731,-1.010289,-2.101961,0.529896,-0.903492,-0.317798,-1.472726,0.050296,-1.655577,0.215849,0.058197,-0.698368,0.380975,0.759082
-0.078571,0.186776,0.510618,-0.455014,1.673725,0.113526,-0.782088,1.596225,0.054651,1.232122,0.199384,0.725829,-0.507483,1.043272,0.373925,-0.781955,-0.406159
0.399331,-1.115815,1.369943,-0.472317,-0.936974,-0.937101,-0.779634,-0.959375,2.452848,1.239485,-0.878299,1.321422,-2.305033,0.246975,-0.108343,1.029141,-0.284632
0.499918,0.203521,-0.059801,-0.445068,-0.326783,-0.075184,-0.448683,-1.078656,-0.391032,-0.062666,0.510227,0.251654,0.107606,-0.974597,1.421399,-0.533557,0.318913
0.329342,0.599374,0.581981,0.00284,0.615636,1.326126,0.247761,1.259744,-0.312326,0.868127,-0.283878,0.523855,-1.129359,0.069934,-0.849382,0.497545,0.105006
-0.015176,0.970063,0.685288,0.528277,-0.005637,0.58872,0.220296,0.987953,0.140918,0.622238,0.322726,0.069659,-1.009872,0.706311,-0.86067,0.789417,-0.134358
-0.679994,-0.053724,-0.231642,0.086315,-0.644554,0.257777,-0.604968,-1.304317,0.728031,0.429076,1.429286,1.334803,0.289616,-0.678059,2.495935,-0.066521,-0.140935
0.849702,-1.253839,-0.029107,1.281666,-0.510688,-1.101247,-0.466994,-0.939016,0.092008,-1.595927,0.543515,-1.396466,0.526344,0.003556,1.069619,1.380487,0.647976
0.045555,1.138976,-0.304986,-0.26272,-1.840169,0.456534,-1.541595,-1.539159,0.349584,0.73835,2.35642,1.443608,-0.848836,-0.717284,0.084642,1.89438,0.452858
-0.345758,1.212679,-0.112602,1.130751,-0.425357,0.760691,0.57836,2.160234,-0.030683,0.503067,0.134488,0.186853,0.842842,-0.454002,-0.27121,-0.371748,-0.013535
1.349362,-0.994263,2.06528,-0.099883,1.276479,0.958097,-2.410646,0.528536,0.977126,0.540224,-0.247629,-0.452741,-0.412611,-0.769132,0.966805,1.252236,0.519421
-0.216579,0.400029,0.052263,-0.254809,-0.358721,0.080504,-0.556542,-0.211662,0.64499,0.692952,0.648668,1.012353,-0.409759,-0.658227,0.370425,0.187509,-0.187878
-0.453796,1.00063,-1.34677,0.846768,-2.010594,-0.09385,-0.748761,-0.235266,-0.986749,0.498245,0.990433,-0.287692,-0.947139,-0.606643,-0.20859,-0.209218,0.20285
-0.209116,-0.356409,-0.163508,-0.109377,0.288158,0.502441,0.407741,0.235501,0.127573,-0.521838,-1.978716,-0.617465,-0.992257,1.883837,-2.776982,0.784101,0.034881
0.477877,-0.365786,0.139238,0.612718,0.38753,-0.684275,0.49391,0.4595,-0.956123,-0.769305,0.617525,-0.786547,0.535977,0.448357,-0.442358,-1.007301,0.157721
-0.423176,-0.248227,0.09841,-0.433868,0.28691,0.180173,-0.358876,-0.010485,-0.22844,0.146674,0.420437,-0.085381,0.780087,-0.13567,1.083767,0.583207,-0.156269
-0.644386,-1.330061,0.192163,-1.090958,0.219359,-0.816806,-0.02684,-0.546504,1.554069,0.311665,-1.330041,0.498702,-0.160288,0.972917,-0.179458,0.106621,-0.71268
-0.609973,0.980371,-0.239201,-0.679892,0.253925,0.586175,0.757831,1.139747,0.28241,1.08079,-0.082456,-0.110777,-0.048388,-0.745008,-0.811844,-1.29323,-0.422236
-1.610765,-0.396601,0.237507,0.403169,0.162018,1.09511,-0.74137,-0.626076,-0.207551,-0.487056,-0.794503,0.069378,0.833968,1.391139,0.964219,-0.535022,-0.618671
-0.932453,0.143908,-0.095884,-1.154022,-1.734247,-1.279259,-0.814608,-1.698524,0.708403,1.161639,0.444564,-0.101854,-1.304872,0.508315,0.161001,0.973349,-0.745852
-1.809351,0.072797,-1.387535,0.619544,-0.6709,-0.226981,1.050792,0.136873,-0.043086,-0.388227,-0.853586,0.407109,0.02573,1.275407,-1.219763,-0.00171,-0.691262
-0.803755,0.381763,-0.848998,0.745432,-0.384553,0.113092,-0.234034,-0.572497,0.636381,-0.47683,0.848915,0.691247,0.281826,0.090373,0.415901,0.971924,-0.123865
-1.277812,1.036987,-1.294095,1.294173,-1.745564,0.657196,1.970289,-1.326431,-1.345382,-1.665155,0.324601,0.551906,0.880634,0.312708,-0.803214,-0.663102,-0.169486
0.203388,0.614924,1.0229,0.260387,0.832889,0.234499,0.097181,0.568028,0.825643,-0.224811,0.329366,-0.331929,0.600498,0.349339,0.15485,-0.959132,-0.264478
-1.15374,1.069087,0.959336,-0.726533,0.812833,1.094103,1.173727,0.994997,2.052974,1.671803,0.014318,2.154822,-0.595661,0.735574,-0.304877,-0.240638,-0.909313
1.487055,-1.433505,0.641069,-1.03233,0.846812,-0.085327,-0.367279,0.482918,-0.199026,0.530717,-1.340648,-0.759425,-0.701736,-1.411304,-0.355778,-0.086201,0.549559
0.38912,0.574605,-0.269808,0.711311,2.073598,0.258933,1.179503,0.847254,-1.635666,-1.784723,-0.729908,-0.508751,1.572194,1.007624,-0.133515,-1.716994,0.257536
0.342156,0.735779,-0.595371,1.093746,0.202896,0.299068,0.586546,-0.671409,-1.510638,-1.303225,-0.515311,0.00892,-0.715306,1.48979,-0.075322,-1.45985,0.48191
0.171956,-0.651792,0.548736,0.763339,-0.768333,0.183602,-1.244599,-0.079763,1.920618,0.620996,0.360373,0.880041,-0.54636,0.203232,0.784983,0.457661,0.193104
-2.082052,2.152348,-0.202898,0.45662,1.106093,0.641702,0.891008,1.019738,0.020811,0.970616,0.746635,0.493134,-1.313254,1.985808,0.707379,-1.573084,-1.365898
-0.628218,0.959345,-0.32179,-0.309647,1.066189,0.144991,0.524939,0.800732,-0.565498,0.92522,0.989781,0.970614,-0.241367,0.398822,1.167422,-0.650354,-0.485939
-2.016086,0.971821,1.013919,1.351992,-0.028222,2.421352,-0.80279,-0.280929,0.000841,-0.264588,0.526782,0.968925,1.331444,1.446504,1.873441,-1.740847,-0.81555
1.786557,-1.233974,1.303782,0.094949,1.101936,1.149045,-1.321667,1.962516,-1.117217,0.466397,-1.568345,-1.049161,0.556477,-1.249488,0.29971,0.496702,0.928555
0.74301,-1.786437,0.766612,1.268749,-0.907044,0.884898,0.761485,-0.501685,1.103976,-1.374232,-0.950517,1.137294,1.787743,-1.082658,-0.001411,0.880569,0.776513
-0.327811,0.434111,-0.344905,-0.006132,0.443094,0.707144,0.480818,-0.000561,-0.352844,-0.746434,0.118112,0.117836,1.710733,-0.564686,0.477693,-0.13953,0.038534
1.094676,-1.994789,0.880878,-0.634426,1.426482,-0.123184,-0.654152,0.163431,0.521572,-0.309661,-0.810595,-0.171202,0.697415,-1.072304,0.844299,0.509543,0.449703
0.657961,-0.235451,1.338273,-0.413406,4.178239,1.530482,0.426507,2.955083,-1.807151,-0.112864,-2.325611,-0.376679,0.832333,1.19271,-1.016967,-2.809918,-0.10469
0.730015,-0.473384,0.481831,0.968424,-0.283527,0.183434,-0.642205,0.358332,-0.316035,-0.248012,0.106768,-0.944041,-0.602091,0.151935,-0.323456,0.535903,0.570538
-0.067842,0.493152,0.573811,-1.675333,2.031298,0.490652,1.398969,2.994986,-1.798378,1.390348,-1.487149,-1.385123,0.135698,0.050252,-2.683581,-0.761254,-0.65465
-0.412765,-0.072472,0.274438,-0.69751,0.678433,0.926588,0.634497,0.957318,1.060757,1.242718,-0.701445,1.463243,0.045666,-0.239797,0.195591,-0.850703,-0.210806
1.925338,-1.031507,-0.05697,2.164592,0.09348,-0.372272,-0.262702,-1.240723,-0.808804,-2.497675,-0.027109,-0.380279,-0.240357,-0.060995,1.177436,0.672363,1.42018
-0.209158,1.176302,-0.890966,0.936509,-0.460833,-0.707328,1.675042,0.474237,0.268216,-0.482632,-0.134991,0.695333,-0.358147,1.261519,-1.613716,0.275131,-0.183476
